musicId,fileName,title,artist,album,duration,chorus_start_time,chorus_end_time
396,396.mp3,If the Boot Fits,Granger Smith,Remington,37.13,02:10,02:45
397,397.mp3,Both,Gucci Mane,The Return of East Atlanta Santa,45.14,01:35,02:18
398,398.mp3,P**** Print (feat. Kanye West),Kanye West,Everybody Looking,32.1,02:32,03:02
399,399.mp3,Back On Road,Drake,Everybody Looking,34.12,01:18,01:50
401,401.mp3,Make Love,Gucci Mane,Make Love,46.13,03:34,04:18
402,402.mp3,Hollaback Girl,Gwen Stefani,Love Angel Music Baby Deluxe,39.12,05:13,05:50
403,403.mp3,Want You Back,HAIM,Want You Back,37.13,02:50,03:25
404,404.mp3,Starving,Grey,Starving,13.07,02:29,02:40
405,405.mp3,Most Girls,Hailee Steinfeld,Most Girls,23.09,02:44,03:05
407,407.mp3,Eyes Closed,Halsey,Eyes Closed,31.1,02:31,03:00
408,408.mp3,Not Afraid Anymore,Halsey,Not Afraid Anymore,31.1,02:52,03:21
409,409.mp3,Not Afraid Anymore,Halsey,Not Afraid Anymore,31.1,02:52,03:21
410,410.mp3,Now Or Never,Halsey,Now Or Never,54.17,02:37,03:29
411,411.mp3,Every Breath You Take (The Voice Performance),Hannah Huston,The Complete Season 10 Collection (The Voice Performance),44.14,02:13,02:55
412,412.mp3,I Call the Shots (The Voice Performance),Hannah Huston,The Complete Season 10 Collection (The Voice Performance),27.1,02:10,02:35
413,413.mp3,Sign of the Times,Harry Styles,Sign of the Times,34.12,03:45,04:17
414,414.mp3,Sweet Creature,Harry Styles,Harry Styles,37.13,02:55,03:30
415,415.mp3,Guys My Age(Stripped),Hey Violet,Guys My Age (Stripped),32.1,02:37,03:07
417,417.mp3,Make You Mine,High Valley,Make You Mine,22.1,02:10,02:30
418,418.mp3,13 What a Beautiful Name (Acoustic),Hillsong Worship,Let There Be Light (Deluxe),44.14,03:20,04:02
419,419.mp3,Higher Love,Hunter Plake,Higher Love (The Voice Performance),30.11,02:50,03:18
420,420.mp3,Mo Bounce,Iggy Azalea,Mo Bounce,47.15,02:55,03:40
421,421.mp3,Team(Young Bombs Remix),Iggy Azalea,Team (Young Bombs Remix),57.18,03:25,04:20
423,423.mp3,Believer,Imagine Dragons,Evolve,31.1,02:50,03:19
424,424.mp3,Not Today,Imagine Dragons,Me Before You (Original Motion Picture Soundtrack),40.14,03:10,03:48
425,425.mp3,Radioactive,Imagine Dragons,Continued Silence,30.11,02:34,03:02
426,426.mp3,Thunder,Imagine Dragons,Thunder,48.15,02:05,02:51
427,427.mp3,Whatever It Takes,Imagine Dragons,Whatever It Takes,30.11,02:46,03:14
428,428.mp3,Did You See,J Hus,Did You See,22.1,02:42,03:02
429,429.mp3,4 Your Eyez Only,J. Cole,4 Your Eyez Only,32.1,05:20,05:50
431,431.mp3,Deja Vu,J. Cole,4 Your Eyez Only,22.1,02:59,03:19
432,432.mp3,False Prophets,J. Cole,False Prophets,24.09,03:33,03:55
433,433.mp3,Foldin Clothes,J. Cole,4 Your Eyez Only,37.13,03:10,03:45
434,434.mp3,For Whom the Bell Tolls,J. Cole,4 Your Eyez Only,31.1,01:06,01:35
435,435.mp3,Immortal,J. Cole,4 Your Eyez Only,27.1,01:40,02:05
436,436.mp3,Neighbors,J. Cole,4 Your Eyez Only,34.12,02:18,02:50
437,437.mp3,"She's Mine, Pt. 1",J. Cole,4 Your Eyez Only,16.08,02:46,03:00
438,438.mp3,"She's Mine, Pt. 2",J. Cole,4 Your Eyez Only,17.07,02:58,03:13
439,439.mp3,Ville Mentality,J. Cole,4 Your Eyez Only,25.11,02:25,02:48
440,440.mp3,everbody dies,J. Cole,everybody dies,76.22,00:46,02:00
441,441.mp3,September Song,JP Cooper,September Song,36.13,02:56,03:30
442,442.mp3,Hit or Miss - Jacob Sartorius,Jacob Sartorius,Hit or Miss,51.16,03:08,03:57
443,443.mp3,American Country Love Song,Jake Owen,American Country Love Song,33.12,02:29,03:00
444,444.mp3,If He Ain't Gonna Love You,Jake Owen,Good Company,52.16,02:35,03:25
445,445.mp3,Safe Inside,James Arthur,Back from the Edge,40.14,02:42,03:20
446,446.mp3,Say You Won't Let Go,James Arthur,Say You Won't Let Go,56.16,02:26,03:20
447,447.mp3,Let It Go,James Bay,Power Hits 2015,28.09,03:35,04:01
448,448.mp3,A Little More Summertime,Jason Aldean,They Don't Know,27.1,02:54,03:19
449,449.mp3,Any Ol' Barstool,Jason Aldean,They Don't Know,26.1,02:41,03:05
450,450.mp3,Lights Come On,Jason Aldean,Lights Come On,26.1,02:41,03:05
451,451.mp3,If It Ain't Love,Jason Derulo,If It Ain't Love,33.12,02:50,03:21
452,452.mp3,You Don't Know Me,Jax Jones,You Don't Know Me,44.14,02:47,03:29
454,454.mp3,Love Make the World Go Round,Jennifer Lopez,Love Make the World Go Round,42.13,03:10,03:50
455,455.mp3,Ain't Your Mama,Jennifer Lopez,Ain't Your Mama,53.15,02:42,03:33
456,456.mp3,Unlove You,Jennifer Nettles,Playing With Fire,27.1,03:06,03:31
457,457.mp3,oui,Jeremih,Late Nights: The Album,34.12,03:20,03:52
458,458.mp3,Woman,Jesse Larson,Woman (The Voice Performance),46.13,02:23,03:07
459,459.mp3,God Only Knows (Live At The 59h Grammy Awards 2017)-John Legend、Cynthia Erivo,Various Artists,The Sound Of Dance In 2000,13.07,01:00,01:11
460,460.mp3,Love Me Now,John Legend,Love Me Now,34.12,02:57,03:29
461,461.mp3,Changing,John Mayer,The Search for Everything - Wave One,20.08,01:27,01:45
462,462.mp3,Love On The Weekend,John Mayer,Love On The Weekend,24.09,03:00,03:22
463,463.mp3,Moving On and Getting Over,John Mayer,The Search for Everything - Wave One,47.15,03:30,04:15
464,464.mp3,You're Gonna Live Forever in Me,John Mayer,The Search for Everything - Wave One,11.08,01:41,01:50
465,465.mp3,Ain't No Grave (Album Version),Johnny Cash,American VI:  Ain't No Grave,21.08,02:21,02:40
466,466.mp3,All Time Low (explicit),Jon Bellion,All Time Low,26.1,03:01,03:25
468,468.mp3,Dirt On My Boots,Jon Pardi,California Sunrise,49.14,02:32,03:19
469,469.mp3,Head Over Boots,Jon Pardi,Head Over Boots,27.1,02:35,03:00
470,470.mp3,Perfect Strangers,JP Cooper,Perfect Strangers,63.18,02:02,03:03
471,471.mp3,By Your Side,Jonas Blue,By Your Side,66.19,02:13,03:17
472,472.mp3,Mama,Jonas Blue,Mama,56.16,01:41,02:35
476,476.mp3,Feliz Navidad,José Feliciano,Feliz Navidad,41.13,02:21,03:00
477,477.mp3,Homecoming,Josh Ritter,Sermon on the Rocks,42.13,04:35,05:15
478,478.mp3,Hometown Girl,Josh Turner,Hometown Girl,45.14,02:30,03:13
479,479.mp3,Get Your Freedom,Joy Villa,Get Your Freedom,23.09,02:14,02:35
480,480.mp3,I Make the Static,Joy Villa,I Make the Static,48.15,02:19,03:05
481,481.mp3,The Darkness,Joy Villa,I Make the Static,26.1,02:43,03:07
482,482.mp3,Vagabonds,Joy Villa,I Make the Static,50.17,02:42,03:30
483,483.mp3,Ain't Nothing,Juicy J,Ain't Nothing,25.11,02:51,03:14
484,484.mp3,Issues,Julia Michaels,Issues,34.12,02:18,02:50
485,485.mp3,. Company,Justin Bieber,Purpose (Deluxe),43.15,02:24,03:05
486,486.mp3,. Love Yourself,Justin Bieber,Purpose (Deluxe),42.13,03:12,03:52
487,487.mp3,. Sorry,Justin Bieber,Purpose (Deluxe),37.13,02:30,03:05
488,488.mp3,You Look Like I Need A Drink,Justin Moore,You Look Like I Need A Drink,27.1,02:35,03:00
489,489.mp3,justin timberlake - can't stop the feeling! (original song from dreamworks animation’s “trolls”),Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song From DreamWorks Animation's ""Trolls"")",44.14,03:10,03:52
490,490.mp3,Liability,KLOE,Liability,27.1,02:35,03:00
491,491.mp3,Way Down We Go,Kaleo,A/B,49.14,01:10,01:57
492,492.mp3,What Ifs,Kane Brown,Kane Brown,34.12,02:18,02:50
493,493.mp3,Ain't No Stopping Us Now,Kane Brown,Ain't No Stopping Us Now,40.14,02:22,03:00
494,494.mp3,01 Champions,Kanye West,Champions,32.1,05:00,05:30
495,495.mp3,Kanye West Ft. Rihanna - Famous (New Version) (CDQ),Kanye West,Famous,69.2,01:50,02:57
496,496.mp3,Fade,Kanye West,The Life Of Pablo,34.12,02:28,03:00
499,499.mp3,Bon Appétit,Katy Perry,Bon Appétit,29.11,03:13,03:40
500,500.mp3,Swish Swish,Katy Perry,Swish Swish,35.11,03:26,03:59
501,501.mp3,Chained To The Rhythm,Katy Perry,Chained To The Rhythm,44.14,03:13,03:55
503,503.mp3,Katy Perry - Rise (CDQ),Katy Perry,Rise,60.17,02:15,03:13
504,504.mp3,Kehlani - CRZY,Kehlani,CRZY,32.1,02:13,02:43
505,505.mp3,Distraction,Kehlani,Distraction,34.12,03:10,03:42
506,506.mp3,Gangsta,Kehlani,Suicide Squad: The Album,34.12,02:10,02:42
507,507.mp3,8,Keith Urban,Ripcord,32.1,02:18,02:48
508,508.mp3,7,Keith Urban,Ripcord,37.13,02:55,03:30
510,510.mp3,Wasted Time,Keith Urban,Wasted Time,35.11,03:12,03:45
511,511.mp3,"Michelle Obama,Kelly Clarkson,Missy Elliott - This Is For My Girls",Michelle Obama,This Is For My Girls,41.13,03:03,03:42
512,512.mp3,Piece By Piece (Idol Version),Kelly Clarkson,Piece by Piece (Idol Version),32.1,03:01,03:31
514,514.mp3,Peter Pan,Kelsea Ballerini,The First Time,40.14,02:32,03:10
515,515.mp3,Yeah Boy,Kelsea Ballerini,Kelsea Ballerini,57.18,02:17,03:12
516,516.mp3,LOYALTY.,Kendrick Lamar,DAMN.,29.11,03:18,03:45
517,517.mp3,XXX.,Kendrick Lamar,DAMN.,21.08,03:55,04:14
518,518.mp3,LOVE.,Kendrick Lamar,DAMN.,22.1,03:10,03:30
519,519.mp3,BLOOD.,Kendrick Lamar,DAMN.,19.09,01:41,01:58
520,520.mp3,DNA.,Kendrick Lamar,DAMN.,63.18,02:03,03:04
521,521.mp3,DUCKWORTH.,Kendrick Lamar,DAMN.,62.18,02:30,03:30
522,522.mp3,ELEMENT.,Kendrick Lamar,DAMN.,54.17,02:08,03:00
523,523.mp3,FEAR.,Kendrick Lamar,DAMN.,47.15,05:25,06:10
524,524.mp3,FEEL.,Kendrick Lamar,DAMN.,22.1,02:50,03:10
525,525.mp3,GOD.,Kendrick Lamar,DAMN.,33.12,02:39,03:10
526,526.mp3,HUMBLE.,Kendrick Lamar,DAMN.,37.13,02:15,02:50
530,530.mp3,LUST.,Kendrick Lamar,DAMN.,38.12,04:30,05:06
531,531.mp3,PRIDE.,Kendrick Lamar,DAMN.,51.16,03:42,04:31
532,532.mp3,The Heart Part 4,Kendrick Lamar,The Heart Part 4,38.12,03:50,04:26
534,534.mp3,YAH.,Kendrick Lamar,DAMN.,40.14,02:00,02:38
535,535.mp3,Setting the World On Fire,Kenny Chesney,Setting the World On Fire,37.13,02:50,03:25
536,536.mp3,Bar at the End of the World,Kenny Chesney,Cosmic Hallelujah,45.14,02:25,03:08
537,537.mp3,Noise,Kenny Chesney,Noise,58.18,02:03,02:59
539,539.mp3,Don't Mind,Kent Jones,Don't Mind,67.18,02:10,03:15
540,540.mp3,You,Keyshia Cole,You,49.14,03:03,03:50
541,541.mp3,Location,Khalid,Location,47.15,02:00,02:45
542,542.mp3,Promise,KiD Ink,Summer in the Winter,40.14,02:48,03:26
544,544.mp3,Picture,Kid Rock,The Studio Albums: 1998 - 2012,72.21,03:45,04:55
546,546.mp3,Crank It (Woah!)(Radio Edit),Kideko,Crank It (Woah!) (Radio Edit),34.12,02:06,02:38
548,548.mp3,Gold,Kiiara,Gold,37.13,03:00,03:35
549,549.mp3,09 Conscience (feat. Future),Kodak Black,Painting Pictures,63.18,02:24,03:25
550,550.mp3,Everything 1K,Kodak Black,Lil Big Pac,32.1,02:35,03:05
551,551.mp3,Tunnel Vision,Kodak Black,Tunnel Vision,52.16,03:10,04:00
552,552.mp3,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),25.11,02:34,02:57
554,554.mp3,First Time,Kygo,First Time,41.13,02:21,03:00
555,555.mp3,It Ain't Me,Kygo,It Ain't Me,24.09,03:13,03:35
558,558.mp3,iSpy,Kyle,iSpy,17.07,03:50,04:05
560,560.mp3,call the police,LCD Soundsystem,call the police / american dream,47.15,05:55,06:40
561,561.mp3,Another Day of Sun,La La Land Cast,La La Land (Original Motion Picture Soundtrack),52.16,02:55,03:45
562,562.mp3,You Look Good,Lady Antebellum,You Look Good,27.1,02:35,03:00
563,563.mp3,Telephone (Feat. Beyonc?,群星쀀,2011 Grammy Nominees,25.11,03:17,03:40
564,564.mp3,Just Dance(Richard Vission Remix),Lady GaGa,Just Dance,47.15,04:15,05:00
565,565.mp3,A-Yo,Lady Gaga,A-Yo,37.13,02:50,03:25
566,566.mp3,Alejandro,Lady GaGa,The Fame Monster (Deluxe Edition),52.16,03:30,04:20
567,567.mp3,Applause,Lady GaGa,ARTPOP,32.1,03:00,03:30
568,568.mp3,Bad Romance,Lady GaGa,2010 The Hottest,34.12,04:11,04:43
569,569.mp3,Born This Way,Lady Gaga,Born This Way (Bonus Track Version),67.18,03:05,04:10
570,570.mp3,Million Reasons,Lady Gaga,Joanne (Deluxe),24.09,02:43,03:05
571,571.mp3,Paparazzi,Lady GaGa,The Fame,35.11,02:47,03:20
572,572.mp3,Perfect Illusion,Lady Gaga,Joanne (Deluxe),30.11,01:52,02:20
573,573.mp3,Poker Face,Lady GaGa,The Fame,76.22,02:41,03:55
574,574.mp3,Lady Gaga - The Cure,Lady Gaga,The Cure,44.14,02:43,03:25
575,575.mp3,The Edge Of Glory (Lady Gaga Tribute) - Instrumental,Pure Music,The Edge Of Glory (Lady Gaga Tribute) - Instrumental,72.21,04:03,05:13
576,576.mp3,You And I,Lady GaGa,Born This Way (Special Edition),57.18,03:53,04:48
577,577.mp3,Morning Light (The Voice Performance),Laith Al-Saadi,The Complete Season 10 Collection (The Voice Performance),28.09,03:19,03:45
578,578.mp3,Lust for Life,Lana Del Rey,Lust for Life,42.13,03:40,04:20
579,579.mp3,Love,Lana Del Rey,Love,29.11,03:58,04:25
580,580.mp3,Road Less Traveled,Lauren Alaina,Lauren Alaina,37.13,02:45,03:20
582,582.mp3,Lauren_Duski_-_Ghost_In_This_House_-_Studio_Version_-_The_Voice_12,Lauren Duski,Ghost In This House (The Voice Performance),62.18,02:25,03:25
583,583.mp3,The Dance,Lauren Duski,The Dance (The Voice Performance),39.12,02:40,03:17
584,584.mp3,Boy,Lee Brice,Boy,17.07,02:25,02:40
585,585.mp3,That Don't Sound Like You,Lee Brice,I Don't Dance,32.1,02:30,03:00
587,587.mp3,Hallelujah((Album Version),Leonard Cohen,Various Positions,62.18,03:30,04:30
588,588.mp3,Strip That Down,Liam Payne,Strip That Down,39.12,02:45,03:22
589,589.mp3,03 Money Longer,Lil Uzi Vert,Lil Uzi Vert Vs. The World,43.15,02:24,03:05
590,590.mp3,XO TOUR Llif3,Lil Uzi Vert,XO TOUR Llif3,53.15,02:09,03:00
591,591.mp3,05 You Was Right,Lil Uzi Vert,Lil Uzi Vert Vs. The World,27.1,02:15,02:40
592,592.mp3,Sucker For Pain,Lil Wayne,Suicide Squad: The Album,32.1,03:30,04:00
594,594.mp3,Peek A Boo,Lil Yachty,Peek A Boo,64.17,02:48,03:50
595,595.mp3,One Night (Extended),Lil Yachty,Lil' Boat,42.13,03:00,03:40
596,596.mp3,We Know the Way (Finale),Various Artists,Moana (Original Motion Picture Soundtrack) [Deluxe Edition],14.06,00:48,01:00
597,597.mp3,Heavy,Linkin Park,Heavy,31.1,02:18,02:47
598,598.mp3,Battle Symphony,Linkin Park,One More Light,30.11,03:02,03:30
599,599.mp3,Better Man,Little Big Town,Better Man,37.13,03:40,04:15
600,600.mp3,Girl Crush,Little Big Town,Pain Killer,29.11,02:13,02:40
601,601.mp3,One of Those Days,Little Big Town,One of Those Days,34.12,02:33,03:05
602,602.mp3,When Someone Stops Loving You,Little Big Town,The Breaker,42.13,03:00,03:40
603,603.mp3,No More Sad Songs,Little Mix,No More Sad Songs,22.1,03:00,03:20
605,605.mp3,Shout Out to My Ex,Little Mix,Glory Days (Deluxe),33.12,03:10,03:41
606,606.mp3,Touch,Little Mix,Glory Days (Deluxe),21.08,03:08,03:27
607,607.mp3,I Know Somebody,Locash,I Love This Life,44.14,02:09,02:51
608,608.mp3,Help Me Help You,Logan Paul,Help Me Help You,30.11,01:32,02:00
609,609.mp3,"Logic,Alessia Cara,Khalid - 1-800-273-8255",Logic,1-800-273-8255,39.12,02:34,03:11
610,610.mp3,Black SpiderMan,Logic,Black SpiderMan,14.06,04:00,04:12
611,611.mp3,Everybody,Logic,Everybody,17.07,01:50,02:05
612,612.mp3,Flexicution,Logic,Flexicution,24.09,02:28,02:50
613,613.mp3,BRANDY,Looking Glass,Looking Glass,18.09,02:33,02:49
614,614.mp3,The Night We Met,Lord Huron,Strange Trails,28.09,01:56,02:22
615,615.mp3,Green Light,Lorde,Melodrama,32.1,02:35,03:05
616,616.mp3,So Good,Louisa Johnson,So Good,30.11,02:38,03:06
617,617.mp3,Despacito,Luis Fonsi,Despacito (Remix),24.09,02:52,03:14
621,621.mp3,7 Years,Lukas Graham,Lukas Graham,22.1,03:31,03:51
622,622.mp3,Mama Said,Lukas Graham,KISS Kesähitti,25.11,02:24,02:47
623,623.mp3,Country Girl (Shake It For Me),Luke Bryan,Tailgates &amp; Tanlines,37.13,03:00,03:35
624,624.mp3,Fast,Luke Bryan,Kill the Lights,29.11,02:24,02:51
625,625.mp3,"Huntin', Fishin' and Lovin' Every Day",Luke Bryan,Kill the Lights,26.1,03:05,03:29
626,626.mp3,Move,Luke Bryan,Kill the Lights,34.12,02:55,03:27
627,627.mp3,Hurricane,Luke Combs,This One's for You,30.11,02:52,03:20
628,628.mp3,One Number Away,Luke Combs,One Number Away,29.11,03:00,03:27
629,629.mp3,Jump,Lupe Fiasco,DROGAS Light,29.11,03:12,03:39
630,630.mp3,Sweet Home Alabama,Lynyrd Skynyrd,Endangered Species,21.08,03:16,03:35
631,631.mp3,Bad Things,Machine Gun Kelly,Bad Things,29.11,03:29,03:56
632,632.mp3,At My Best,Machine Gun Kelly,At My Best,25.11,02:40,03:03
634,634.mp3,Uber Everywhere,MadeinTYO,Uber Everywhere,45.14,01:41,02:24
635,635.mp3,Pretty Girl,Maggie Lindemann,Pretty Girl,24.09,02:53,03:15
636,636.mp3,Red Dress,Magic!,Red Dress,17.07,02:41,02:56
637,637.mp3,Cold Water (feat. Justin Bieber & MØ),Major Lazer,Cold Water (feat. Justin Bieber & MØ),35.11,02:22,02:55
638,638.mp3,Light It Up (Remix),Major Lazer,Peace Is the Mission (Extended),19.09,01:20,01:37
639,639.mp3,Run Up,Major Lazer,Run Up,18.09,02:45,03:01
643,643.mp3,Felices los 4,Maluma,Felices los 4,24.09,03:14,03:36
644,644.mp3,You & Me,Marc E. Bassy,You & Me,24.09,02:50,03:12
645,645.mp3,You & Me,Marc E. Bassy,You & Me,24.09,02:50,03:12
646,646.mp3,80s Mercedes,Maren Morris,Hero,27.1,02:39,03:04
647,647.mp3,I Could Use a Love Song,Maren Morris,Hero,26.1,02:36,03:00
648,648.mp3,My Church,Maren Morris,Hero,38.12,02:30,03:06
649,649.mp3,Once,Maren Morris,Hero,53.15,02:49,03:40
650,650.mp3,I Don't,Mariah Carey,I Don't,40.14,03:28,04:06
651,651.mp3,All I Want For Christmas Is You(Original Version),Mariah Carey,Merry Christmas,67.18,02:52,03:57
652,652.mp3,Down,Marian Hill,ACT ONE,70.2,02:09,03:17
653,653.mp3,Return Of The Mack,Various Artists©,Ministry of Sound R&B Anthems (Dics2),44.14,02:50,03:32
654,654.mp3,Uptown Funk,Mark Ronson,Uptown Special,28.09,03:44,04:10
656,656.mp3,Cold,Maroon 5,Cold,40.14,02:28,03:06
657,657.mp3,Don't Wanna Know,Maroon 5,Don't Wanna Know,20.08,02:24,02:42
659,659.mp3,She Will Be Loved,Maroon 5,Songs About Jane,33.12,02:34,03:05
660,660.mp3,Alone (Original Mix),Marshmello,Alone,42.13,03:09,03:49
661,661.mp3,In The Name Of Love,Bebe Rexha,In The Name Of Love,18.09,02:29,02:45
662,662.mp3,Scared To Be Lonely,Martin Garrix,Scared To Be Lonely,43.15,02:27,03:08
665,665.mp3,Solo Dance,Martin Jensen,Solo Dance,36.13,01:42,02:16
666,666.mp3,Places,Martin Solveig,Places,37.13,02:42,03:17
668,668.mp3,False Alarm,Matoma,False Alarm,23.09,02:36,02:57
670,670.mp3,When Christmas Comes Around,Matt Terry,When Christmas Comes Around,39.12,02:35,03:12
671,671.mp3,Litty (feat. Tory Lanez),Meek Mill,DC4,30.11,03:57,04:25
672,672.mp3,Blessed Up,Meek Mill,DC4,23.09,02:37,02:58
673,673.mp3,Blue Notes,Meek Mill,DC4,65.19,01:16,02:19
674,674.mp3,Froze (feat. Lil Uzi Vert & Nicki Minaj),Nicki Minaj,DC4,44.14,01:55,02:37
675,675.mp3,Offended (feat. Young Thug & 21 Savage),Meek Mill,DC4,48.15,02:43,03:29
676,676.mp3,On The Regular,Meek Mill,DC4,25.11,02:34,02:57
677,677.mp3,The Difference (feat. Quavo),Meek Mill,DC4,30.11,02:20,02:48
678,678.mp3,Mom,Meghan Trainor,Thank You (Deluxe),59.15,02:18,03:25
679,679.mp3,Me Too (Live At Macy's 4th of July),Various Artists,The Sound Of Dance In 2000,48.15,02:15,03:01
681,681.mp3,NO,Meghan Trainor,NO,38.12,02:57,03:33
682,682.mp3,Even If,MercyME,Even If,55.17,02:57,03:50
683,683.mp3,It's Beginning To Look A Lot Like Christmas,Michael Bublé,Christmas,45.14,02:32,03:15
684,684.mp3,Cold Little Heart,Michael Kiwanuka,Love & Hate,37.13,07:25,08:00
685,685.mp3,Think A Little Less,Michael Ray,Michael Ray,31.1,02:01,02:30
686,686.mp3,Drinkin' Problem,Midland,Midland - EP,38.12,02:59,03:35
687,687.mp3,Slippery,Migos,Culture,15.08,04:44,04:57
688,688.mp3,Bad and Boujee,Migos,Bad and Boujee,17.07,05:02,05:17
689,689.mp3,Kelly Price,Migos,Culture,48.15,03:56,04:42
692,692.mp3,Call Casting,Migos,Culture,16.08,03:19,03:33
693,693.mp3,Culture,Migos,Culture,21.08,02:09,02:28
694,694.mp3,Get Right Witcha,Migos,Culture,26.1,03:46,04:10
697,697.mp3,T-Shirt,Migos,Culture,36.13,03:27,04:01
698,698.mp3,What the Price,Migos,Culture,51.16,03:19,04:08
699,699.mp3,The Ocean,Mike Perry,The Ocean (Radio Edit),57.18,02:08,03:03
700,700.mp3,I Took a Pill In Ibiza,Mike Posner,"At Night, Alone.",22.1,03:40,04:00
703,703.mp3,Nothing Is Promised,Mike Will Made-It,Nothing Is Promised,32.1,01:45,02:15
704,704.mp3,Malibu,Miley Cyrus,Malibu,40.14,01:56,02:34
705,705.mp3,Tin Man,Miranda Lambert,The Weight of These Wings,47.15,01:41,02:26
706,706.mp3,Vice,Miranda Lambert,Vice,32.1,01:43,02:13
707,707.mp3,I'm Better,Missy Elliott,I'm Better,39.12,02:16,02:53
708,708.mp3,Get Ur Freak On,Missy Elliott,Miss E...So Addictive,34.12,02:14,02:46
710,710.mp3,Final Song,MØ,Final Song,42.13,01:47,02:27
711,711.mp3,Sexual,NEIKED,Sexual,37.13,01:20,01:55
713,713.mp3,The Mack,Nevada,The Mack,37.13,01:12,01:47
715,715.mp3,Can You Stand the Rain,New Edition,"Slow Jam Classic, Vol. 2",56.16,02:13,03:07
716,716.mp3,Starboy(Originally Performed ByThe Weeknd Feat. Daft Punk),New Tribute Kings,It's The Hits 2016! Vol. 12,62.18,01:55,02:55
717,717.mp3,Slow Hands,Niall Horan,Slow Hands,32.1,01:36,02:06
718,718.mp3,This Town,Niall Horan,This Town,49.14,02:40,03:27
719,719.mp3,Bom Bidi Bom,Nick Jonas,Fifty Shades Darker (Original Motion Picture Soundtrack),35.11,01:50,02:23
720,720.mp3,Close,Nick Jonas,Close (Remixes),34.12,02:11,02:43
722,722.mp3,Bacon,Nick Jonas,Last Year Was Complicated,32.1,01:28,01:58
726,726.mp3,Jealous,Nick Jonas,Nick Jonas,45.14,01:31,02:14
727,727.mp3,No Frauds,Nicki Minaj,No Frauds,32.1,02:09,02:39
728,728.mp3,Changed It,Nicki Minaj,Changed It,42.13,03:45,04:25
729,729.mp3,Black Barbies,Nicki Minaj,Black Barbies1,35.11,02:25,02:58
730,730.mp3,Regret In Your Tears,Nicki Minaj,Regret In Your Tears,56.16,02:06,03:00
731,731.mp3,El Amante,Nicky Jam,Fénix,44.14,01:57,02:39
732,732.mp3,Hasta el Amanecer,Nicky Jam,Hasta el Amanecer,33.12,02:11,02:42
733,733.mp3,Make Me (Cry),Noah Cyrus,Make Me (Cry),27.1,02:13,02:38
734,734.mp3,I'm Stuck,Noah Cyrus,I'm Stuck,32.1,01:39,02:09
736,736.mp3,Cut It (feat. Young Dolph),O.T. Genasis,Cut It,45.14,02:13,02:56
738,738.mp3,No Such Thing as a Broken Heart,Old Dominion,No Such Thing as a Broken Heart,30.11,01:25,01:53
739,739.mp3,Snapback,Old Dominion,Snapback,39.12,01:49,02:26
740,740.mp3,Song for Another Time,Old Dominion,Meat and Candy,42.13,01:37,02:17
741,741.mp3,Hate U Love U,Olivia O'Brien,Hate U Love U,32.1,02:25,02:55
742,742.mp3,Grow Up,Olly Murs,Grow Up,36.13,01:54,02:28
743,743.mp3,You Don't Know Love,Olly Murs,You Don't Know Love,34.12,01:53,02:25
744,744.mp3,Kids,OneRepublic,Kids,61.19,02:43,03:42
745,745.mp3,OneRepublic - Wherever I Go (CDQ) (HipHopStoners.com),OneRepublic,Wherever I Go,35.11,01:27,02:00
746,746.mp3,We Know The Way,Opetaia Foa'i,"We Know The Way (From ""Moana"")",45.14,01:25,02:08
747,747.mp3,Just Like Fire,P!NK,Alice Through the Looking Glass (Original Motion Picture Soundtrack),38.12,01:45,02:21
748,748.mp3,Come and See Me,PARTYNEXTDOOR,Come and See Me,27.1,01:58,02:23
749,749.mp3,Not Nice,PARTYNEXTDOOR,Not Nice,46.13,01:37,02:21
750,750.mp3,Magnolia,PLAYBOI CARTI,Playboi Carti,49.14,01:43,02:30
751,751.mp3,Woke Up Like This,PLAYBOI CARTI,Woke Up Like This,60.17,01:52,02:50
752,752.mp3,Bohemian Rhapsody,Panic! At The Disco,Suicide Squad: The Album,41.13,03:23,04:02
753,753.mp3,Death Of A Bachelor,Panic! At The Disco,Death Of A Bachelor,29.11,01:56,02:23
754,754.mp3,Hard Times,Paramore,Hard Times,53.15,01:17,02:08
755,755.mp3,Wonderful Christmastime [Edited Version],Paul McCartney,McCartney II,35.11,02:23,02:56
757,757.mp3,"Mary, Did You Know?",Pentatonix,That's Christmas To Me,38.12,02:37,03:13
758,758.mp3,Pen Pineapple Apple Pen,Piko-Taro,Pen Pineapple Apple Pen,16.08,00:23,00:37
759,759.mp3,Pen Pineapple Apple Pen,Piko-Taro,Pen Pineapple Apple Pen,16.08,00:23,00:37
760,760.mp3,Messin' Around,Pitbull,Messin' Around,26.1,01:49,02:13
761,761.mp3,Greenlight,Pitbull,Greenlight,35.11,02:30,03:03
763,763.mp3,Hey There Delilah (Bonus),Plain White T's,Every Second Counts,41.13,03:04,03:43
765,765.mp3,Feel It Still,Portugal. The Man,Feel It Still,50.17,01:01,01:49
767,767.mp3,Congratulations,Post Malone,Congratulations,34.12,01:47,02:19
769,769.mp3,Go Flex,Post Malone,Go Flex,34.12,02:08,02:40
770,770.mp3,1999 (LP Version),Prince,,78.21,04:26,05:42
